x1,y
0.0226130653266,0.28689095325
-0.399497487437,-0.651130589325
-0.44472361809,-0.0427874967013
0.108040201005,0.442575978942
-0.304020100503,-0.225660340229
-0.138190954774,-0.551949834887
0.208542713568,0.852322250912
-0.454773869347,-0.953160715473
0.454773869347,0.343173665478
0.394472361809,0.192693718931
0.138190954774,0.673513414635
0.434673366834,0.0403734352322
0.158291457286,0.883895225026
-0.394472361809,-0.81231404415
0.0979899497487,0.695974415212
-0.213567839196,-0.984568215669
0.072864321608,0.380813830675
0.263819095477,0.854026555233
-0.41959798995,-0.362329577672
0.494974874372,0.118081604079
0.268844221106,0.975989984831
-0.143216080402,-0.64461771037
-0.0678391959799,-0.183245212926
0.183417085427,0.288179675501
0.319095477387,0.632372592566
-0.339195979899,-0.532750461904
0.123115577889,0.187781313759
-0.354271356784,-0.475261976811
-0.113065326633,-0.99794267989
-0.20351758794,-0.493955828328
-0.00753768844221,-0.368039625016
0.253768844221,1.14856251157
0.14824120603,1.00606111631
-0.0879396984925,-0.128520478123
-0.329145728643,-0.619764691356
0.484924623116,0.0462387353216
0.464824120603,-0.222713347192
0.399497487437,1.01723247777
-0.0226130653266,-0.166188634973
0.143216080402,0.991466617823
0.324120603015,0.63560090572
-0.188442211055,-0.833738192043
0.178391959799,0.611870382885
0.429648241206,-0.00709191494881
0.0879396984925,-0.020697534353
0.258793969849,1.23745233822
0.334170854271,1.05201502339
0.5,-0.315461681271
-0.0376884422111,-0.542951670397
0.304020100503,1.10398364234
0.0829145728643,0.70191643079
0.0326633165829,-0.0305395687975
-0.36432160804,-1.29803123181
0.404522613065,-0.0797948287812
-0.108040201005,-0.438294139598
-0.253768844221,-0.935139059403
0.0678391959799,0.638204975428
-0.344221105528,-0.728590164052
-0.238693467337,-1.41806963087
-0.168341708543,-0.262058556487
0.238693467337,1.29273406763
0.223618090452,1.33933657337
-0.0427135678392,-0.385156512608
-0.193467336683,-0.958678606832
-0.414572864322,-0.424622033348
-0.153266331658,-0.609492687834
-0.0778894472362,-0.420732095556
-0.464824120603,-0.410178628173
-0.158291457286,-0.774962220204
-0.359296482412,-0.828255893269
0.293969849246,0.696063557349
0.0628140703518,0.249276304091
0.0527638190955,0.588127877793
-0.334170854271,-0.549600798743
-0.479899497487,-0.342136325077
-0.429648241206,-0.528001277453
-0.459798994975,-0.245204050736
0.0477386934673,-0.0888590329085
0.369346733668,0.360050797589
-0.072864321608,-0.571022397769
0.233668341709,1.2050120353
-0.0929648241206,-1.62051651019
0.344221105528,1.11556496367
-0.178391959799,-0.59033881269
-0.263819095477,-0.990746064866
0.0376884422111,0.0941912028911
-0.434673366834,-1.00540700379
-0.389447236181,-0.582069809986
0.0175879396985,0.195872204346
0.00251256281407,0.103147849937
-0.484924623116,-0.188375376622
-0.0175879396985,-0.213713303188
0.339195979899,0.902972338404
0.349246231156,1.1082329772
-0.298994974874,-0.930129032665
0.213567839196,1.18468297529
-0.163316582915,-1.19809912187
0.474874371859,0.488519513925
0.193467336683,0.41697048136
0.22864321608,0.833709376653
