x1,y
-2.02066231212,0
-1.21315801751,0
-1.63181452072,0
3.62551993388,1
-3.03513068165,0
3.36531129902,1
2.72712974119,1
-2.70786954664,0
-1.88791585712,0
2.20587426365,1
-3.09503995027,0
-2.31862124085,0
0.229483405687,0
-2.57439111985,0
3.87521217022,1
2.45102813675,1
-2.44418489998,0
-3.3089375489,0
2.59672735937,1
2.16015547278,1
1.82744218957,1
1.50711088231,1
-2.61471916059,0
2.14834910726,1
2.17652579077,1
-3.46698834077,0
-3.93328713289,0
2.39496345182,1
-3.12484174131,0
-2.57599007172,0
2.07650670095,1
2.70741604229,1
-1.40767694461,0
-2.90388984911,0
-1.79879926456,0
-0.717211632757,0
3.79938172351,1
3.49629047767,1
1.94746811669,1
-3.35312376254,0
-1.61078515978,0
-4.47702261575,0
0.502976443689,1
1.4373694579,1
-2.97721120632,0
-1.80156707698,0
3.73360164552,1
-0.164503540527,1
-3.51721456112,0
-2.22087879572,0
2.55381953211,1
-3.16265485948,0
-3.28086891264,0
-3.68226568607,0
-2.96327698676,0
-1.583796967,0
2.89629742537,1
-2.58724908898,0
2.66849272978,1
1.98239786095,1
3.18918082255,1
3.23502255887,1
4.23877734326,1
1.56618768425,1
2.67149327308,1
1.8773519135,1
-2.97189370712,0
3.43030581109,1
1.72630333666,1
1.38056519871,1
-2.52407002253,0
-2.46525677752,0
4.23738256634,1
-3.19996385556,0
2.80126785344,1
1.72744907134,1
-3.13658973928,0
2.15458456958,1
-2.76821375506,0
-1.59511011148,0
3.63255225347,1
3.59706761832,1
3.8594217112,1
3.37647917743,1
-3.17206254237,0
2.90417991403,1
1.79123803104,1
-3.66753098186,0
1.12794876543,1
-2.87751911735,0
3.76441765315,1
-2.95775805452,0
-0.458139382156,0
1.35547070863,1
-3.24254375519,0
-2.8628270771,0
3.39439749186,1
2.47384600875,1
-2.54186666067,0
-2.00084810331,0
