x1,y
-1.6475089421,-1.6475089421
-1.47408694819,-1.47408694819
-1.30066495429,-1.30066495429
-1.12724296038,-1.12724296038
-0.953820966477,-0.953820966477
-0.780398972572,-0.780398972572
-0.606976978667,-0.606976978667
-0.433554984762,-0.433554984762
-0.260132990857,-0.260132990857
-0.0867109969524,-0.0867109969524
0.0867109969524,0.0867109969524
0.260132990857,0.260132990857
0.433554984762,0.433554984762
0.606976978667,0.606976978667
0.780398972572,0.780398972572
0.953820966477,0.953820966477
1.12724296038,1.12724296038
1.30066495429,1.30066495429
1.47408694819,1.47408694819
1.6475089421,1.6475089421
