x1,x2,y
-1.38693014021,0.260678660345,1
-0.338708255024,-0.77605172445,2
0.791703406357,2.02713016842,0
-0.506548954597,-0.0186278288054,3
-0.439437588482,-1.02778702122,2
-0.0531117925624,0.250011877115,3
-0.273667422504,0.631064840069,3
-0.569421790527,0.369391173309,3
0.616557460666,2.18417420167,0
-0.982788747048,0.0109900373364,1
-0.91781279033,0.39026587838,1
-0.318532609781,0.669494652154,3
0.66891421702,2.2992491446,0
0.645875999269,1.93090898516,0
-0.068540941468,0.674615463546,3
-0.0721165862697,0.358091739822,3
0.00025436950157,0.354598001889,3
-0.878408620374,-0.0664673010811,1
-0.24602884675,-0.0298261989848,3
-0.809941837557,-0.827863817342,2
-1.57945186424,0.129298581704,1
-0.308439652777,0.328943174727,3
-1.38604849841,-0.113673792199,1
0.905172375651,2.02747262838,0
-1.39823034798,0.0737979847252,1
-0.525434677728,0.0311083975732,3
-0.531711406493,-0.954147826331,2
-1.00021489186,-0.335114892125,1
0.554342180757,1.89171468603,0
-1.53222242023,0.50402525564,1
-0.455638247403,-1.16733582993,2
-0.534137604841,-0.840130528059,2
-0.564854926215,-0.814797881549,2
-0.496292383225,-0.551483164274,2
0.44459531956,2.26960910417,0
0.451276522939,2.20526653697,0
0.960920162888,1.88650269492,0
0.561586397328,2.04897609365,0
-1.19508034525,0.0779457013946,1
-0.945225961264,0.185147240405,1
-1.4174727255,-0.419061188178,1
0.741824790286,2.29759993955,0
-1.25526265902,0.10766981108,1
-0.51876937942,0.457015133408,3
-0.67432855022,-0.797889078149,2
-0.28507325153,-0.803676351402,2
-0.644745650175,0.022883466025,3
0.833517773529,2.39463826415,0
-0.861220232007,-1.12928444961,2
-0.753972591586,-1.1897710548,2
0.518168876402,2.29663310174,0
-1.47452239283,-0.417516511584,1
-0.402582748311,0.140472684836,3
-1.46318542063,0.394210350834,1
0.192943849426,2.12017016633,0
-0.515487933289,-0.0261693891473,1
-0.73654899489,0.2314539314,3
-1.12470372907,-0.142871391308,1
-0.797661640447,-0.83101215009,2
0.902145984529,1.78542726391,0
-0.365264688332,-0.723685352846,2
-0.494962956681,-0.91114116191,2
-0.496890666469,0.31905258463,3
-0.783699504617,-0.418475961345,2
-1.25902893567,0.130780655341,1
0.597836873282,2.0154777954,0
0.497940556565,2.19980898948,0
0.383321667909,2.09295563412,0
0.759628627337,1.78197475335,0
-0.215835368536,-0.801112374456,2
-0.353717922458,0.181563985915,3
-0.541859533544,-0.895010929264,2
-0.310050329732,0.366469268714,3
-0.384795727875,0.5364468784,3
-0.54133504328,-0.912742274932,2
0.548443502182,2.22884312638,0
-0.0307759361963,0.345451193389,3
-1.64179160866,0.345833082205,1
0.615381489678,1.89663961867,0
-0.64550453207,0.384883695113,3
-0.56136450189,-0.573720118297,2
-0.48806032838,-0.882676637888,2
-1.09994593492,-0.0410680471705,1
0.308746905509,2.32293517338,0
0.744848124044,1.65078923934,0
-1.28921839124,0.351183977573,1
0.585996720877,2.30519639329,0
-0.601640606023,-1.1968210272,2
0.754972401119,1.99866274742,0
-0.374700402152,-0.0952251227655,3
-0.751186961812,-0.976835181819,2
0.382905643653,2.48976108715,0
-0.116220771649,0.30910661312,3
0.686540815272,2.06635685023,0
-0.336389621937,0.306373836788,3
-0.740214347721,0.215424393039,3
0.543377879824,2.05885611979,0
-1.25694143218,0.233862491477,1
-0.673986953669,0.435691569347,3
-1.10682222012,0.273730272216,1
-0.714054613325,0.00622180170614,3
-0.685285570958,-0.731881232935,2
0.754309830396,1.88204665725,0
-0.459804486451,0.47790174435,3
-1.57373667675,0.177393569005,1
-0.321868139896,0.214378524268,3
-1.19032042341,-0.308204027282,1
-0.677083320153,0.486478629491,3
-0.155746702124,0.0450455739621,3
0.388484029547,2.07796689881,0
-0.3264499214,0.479552646611,3
-0.353770023658,-0.116482876761,3
-1.1653549694,0.00185932725287,1
